FoodName,DiningHall,Breakfast,Lunch,Dinner,Mealtime,Vegan,Vegetarian,Halal,Image,Description
Pepperoni Pizza,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_91d652b1-f8fa-4ba0-a259-dbf1227205dc_pepperoni-pizza-chilli-dip-parchment-paper-94940296.jpg,"Pepperoni pizza with a crispy crust and spicy, flavorful pepperoni slices, a popular choice for classic pizza lovers."
Cheese Bread,Knollcrest,0,1,0,Lunch,0,0,0,https://therecipecritic.com/wp-content/uploads/2020/02/cheesy_garlic_bread.jpg,"Warm, cheesy breadsticks with a soft center and crisp edges, served with marinara for a satisfying snack."
BBQ Chicken Pizza,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_0dfa7dc7-cbf6-4d17-ace5-789f05653ecf_Homemade-BBQ-Chicken-Pizza-2.jpg,"BBQ chicken pizza topped with smoky, tangy barbecue sauce, tender chicken, and melted cheese for a sweet and savory pizza twist."
Breadsticks,Knollcrest,0,1,0,Lunch,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_20065fd7-18d6-4746-be5d-b89407e16144_Garlic-Breadsticks-11-2-1024x1536.jpg,"Soft breadsticks baked to golden perfection, perfect as a side or snack with a marinara dipping sauce."
Marinara Sauce,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_9540f779-86c5-46e8-9df7-83d6d795d9ec_marinara-view-1.jpg,"Rich and tangy marinara sauce, great for dipping breadsticks, topping pasta, or as a base for Italian-inspired dishes."
Rotini Pasta,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_6cede603-f0a5-4838-8406-94d9e77c19fe_download%20(11).jpg,"Twisty rotini pasta that’s great with any sauce, perfect for holding flavors in each curl of the noodles."
Chipotle Romesco,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ceb0fea2-4823-4747-ac1b-3e167a91f7b1_s.jpg,"Smoky chipotle romesco sauce with a touch of spice, making a bold addition to pasta, tacos, or as a sandwich spread."
Pesto Chicken Pizza,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_51b1fa63-ad03-48ac-bc4b-2a73708f7c73_Chicken%20Pesto%20and%20Roasted%20Red%20Pepper%20Pizza.jpg,"Pizza topped with fresh pesto and grilled chicken, combining creamy and savory flavors for a satisfying slice."
Assorted Cookies,Knollcrest,0,1,0,Lunch,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_cea740cb-0650-4e76-ac56-d69a367b644d_cookies-660x413.jpg,"Assorted cookies with a variety of flavors, from chocolate chip to oatmeal raisin, offering a sweet treat for any time of day."
Brown Sugar Baked Chicken Breast,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_f544e9ea-c0e0-42dc-a795-7fb232a728ce_d.jpg,"Baked chicken breast glazed with brown sugar, creating a savory-sweet flavor that’s great as an entrée or sandwich filling."
Fresh Fruit Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_01de5707-54de-4d07-9481-21d365a5b9c7_Fruit%20Salad.jpg,"Bright and colorful fresh fruit salad with a mix of seasonal fruits, offering a sweet and naturally refreshing side or dessert."
Spicey Green Beans,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ad0ae667-af5a-4231-80d9-aaf079247473_1546886479735.jpeg,"Slightly spicy green beans with a hint of heat, providing a fresh, flavorful side dish with a touch of seasoning."
Home Fries,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_d09ed87f-20fe-4e24-8bfe-706f3a4a998c_german-fried-potatoes-close-up-1.jpg,"Crispy home fries with a golden brown crust, perfect as a breakfast side or with a variety of main dishes."
English Ham and Pea Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_fa2f03da-f3f8-488f-8d5c-753f4907a8d2_images%20(5).jpg,"English-style ham and pea salad with a creamy dressing, offering a fresh, flavorful twist on traditional potato salad."
Dijon Maple Pork Tenderloin,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_84cda1c1-06a1-4895-aaba-7603357e89fe_images%20(1).jpg,"Juicy pork tenderloin with a sweet and savory Dijon maple glaze, perfect as a main dish with a hint of tanginess."
Vegetable Quinoa Pilaf,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_1271d7dc-3a20-4c13-8066-56634890dcc4_veggie-stir-fry-in-a-black-pan.jpg,"Quinoa pilaf mixed with colorful vegetables, providing a light, nutritious option with a nutty, savory flavor."
Grilled Asparagus,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_3ed022cd-89e3-4037-8ecf-74bbc2574ed7_grilled-asparagus-3.jpg,"Grilled asparagus with a light char, offering a fresh, flavorful vegetable option that’s simple and delicious."
Fresh Tomato and Arugula Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_7f71602a-f11f-4e7f-943c-f63c6ad9846c_arugula-tomato-salad-ck-x.jpg,"Arugula and tomato salad with a light vinaigrette, offering a fresh, flavorful side with a mix of peppery and sweet tastes."
Barbeque Ribs,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_455d79df-ceb2-4690-a430-d304c4092983_How-to-Make-Baby-Back-Ribs-square2.jpg,"Tender BBQ ribs coated in a smoky, slightly sweet sauce, ideal for a hearty, flavorful entrée."
Lentil Sloppy Joes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6d4d3154-8f31-4083-ae72-ce5775838147_vegan-sloppy-joe-square-1-2-720x720.jpg,"Plant-based lentil sloppy joes with a tangy, sweet sauce, offering a vegan twist on a classic comfort food."
Garlic Roasted Brussels Sprouts,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6a3f912e-1d87-4afe-836e-931ca2c93c35_Balsamic-Brussels-Sprouts-Garlic-The-Live-In-Kitchen-Featured-Image.jpg,"Garlic-roasted Brussels sprouts with a slight crisp and savory flavor, making a delicious, healthy vegetable side."
Vegetarian Baked Beans,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_962a9e53-10ef-4e37-9602-a91b59137cf0_vegetarian-baked-beans-main-new-1120x630.jpg,"Vegetarian baked beans with a sweet and savory flavor, creating a filling side that pairs well with barbecued meats."
Potato Wedge Fries,Knollcrest,0,0,1,Dinner,0,0,0,https://amandacooksandstyles.com/wp-content/uploads/2020/07/20200714_183957-1.jpg,"Crispy potato wedge fries with a golden brown crust, great for dipping or as a classic side with burgers and sandwiches."
Hamburger Buns,Knollcrest,0,0,1,Dinner,1,1,1,https://natashaskitchen.com/wp-content/uploads/2024/05/Burger-Buns-4.jpg,"Soft hamburger buns, lightly toasted and ready for all the fixings, making a great base for any sandwich or burger."
Southwestern Pork Loin,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ab87ac8e-46da-4955-b40a-92726a773e5c_Southwestern-Pork-Tenderloin-18.jpg,"Juicy pork loin seasoned with Southwestern spices, creating a tender, flavorful entrée with a bit of heat."
Cheesy Southwest Chicken,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_3f582250-e014-48d4-9be1-a77ad1b3973c_Southwest-Chicken-Bake-lg-10-1024x1536.jpg,"Southwest-style chicken topped with melted cheese, roasted peppers, and onions for a hearty, flavorful main dish."
Vegan Southwest Stuffed Peppers,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_aaa7bff1-ccf3-42a2-9b7c-5589e0256533_healthy-recipe-680.jpg,"Vegan stuffed peppers with a Southwest-inspired filling, offering a healthy, plant-based meal option with vibrant flavors."
Mexican Rice,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_9ba84140-0cfe-4fec-9bcf-cd38c0cb8edb_mexican-rice-social.jpg,"Mexican-style rice with tomatoes and a hint of spice, creating a flavorful side or base for tacos and burrito bowls."
Grilled Tajin Zucchini Batons,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c969d86a-70d2-4209-8617-cac84f072357_download%20(2).jpg,"Grilled zucchini sprinkled with Tajin seasoning, adding a tangy, mildly spicy flavor for a unique vegetable side."
Garlic Roasted Cauliflower,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_933461b8-148a-4dc0-8455-7c44dbf3ea1b_Screenshot%202024-02-01%20163512.png,"Tender cauliflower florets roasted with garlic, offering a savory, aromatic side that enhances any meal."
Plant Based Chicken Bites,Knollcrest,0,0,1,Dinner,1,1,1,https://simplyceecee.co/wp-content/uploads/2023/12/crispy-crunchy-vegan-chicken-nuggets-1.jpg,"Crispy, breaded plant-based bites that provide a satisfying, protein-rich option for vegan diners."
Brussel Sprouts with Red Peppers,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_fc9a56b4-49bd-467e-aab6-ebd07a168171_Gfreereshoot-11-1-720x961.jpg,"Roasted Brussels sprouts tossed with vibrant red peppers, delivering a deliciously roasted side packed with flavor."
Fried Zucchini Sticks,Knollcrest,0,0,1,Dinner,0,0,0,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/36/61/48/08wDzNwSxGn1odXRAyUA_zucchini%20fries-2.jpg","Crunchy fried zucchini sticks served with a dipping sauce, making for a tasty, snackable vegetable treat."
Monterey Chicken,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_86a39ea2-c997-49f0-b6d4-dc63682e0b6a_Monterey-Chicken-SpendWithPennies-5.jpg,"Juicy grilled chicken topped with Monterey Jack cheese, barbecue sauce, and crispy bacon for a flavorful, hearty dish."
Roasted Corn & Black Bean Stuffed Tomatoes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_41159c61-7407-466b-a2f5-b699a87ff62b_download%20(2).jpg,"Fresh tomatoes filled with a savory mixture of roasted corn and black beans, providing a colorful, nutritious option."
Ancho Chili Potatoes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_03c9a202-ac80-4284-8203-087ecff84000_er.jpg,"Diced potatoes seasoned with ancho chili spices, offering a slightly smoky and flavorful side dish."
Fajita Vegetables,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_23ee2f9d-f004-4fd1-a9b5-8b0acd78c217_peppers.jpg,"Sautéed bell peppers and onions seasoned like fajitas, providing a colorful, zesty accompaniment to any meal."
Steamed Green Beans,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_43ce2ba1-fd49-4c60-9a9e-335979142b6a_79bca29263f7981e06070942ab5acafc.jpg,"Crisp-tender green beans lightly steamed to maintain their bright color and fresh flavor, perfect as a side."
Lemon Pepper Tilapia,Knollcrest,0,0,1,Dinner,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b38f0489-0af1-4427-bb89-975f0ac85f9e_til.jpg,"Mild tilapia fillets seasoned with zesty lemon and pepper, offering a light, refreshing seafood option."
Hot Honey Chicken,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_4195e37b-bff5-45bb-955f-eea82b316e90_Honey-Garlic-Chicken-Breast_7.jpg,"Crispy chicken drizzled with sweet and spicy hot honey, creating a deliciously bold flavor profile."
Carribean Plant based Chicken with a Mango Salsa,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_081568c4-c0bc-493e-a40f-fa1807f58951_mango-salsa-chicken-3-500x500.jpg,"Flavorful plant-based chicken served with a fresh mango salsa, providing a tropical twist to any meal."
Chipotle Garlic Roasted Potatoes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_a4361733-4c1b-4330-a13d-eaa416f06243_chipotle-and-lime-roasted-potatoes.jpg,"Roasted potatoes tossed in a chipotle garlic seasoning, delivering a smoky, savory side dish with a kick."
Sriracha Lime Roasted Cauliflower,Knollcrest,0,0,1,Dinner,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b6d37587-a1ce-4d19-9bc9-64363e6656eb_Sriracha-Lime-Cauliflower-Tostadas-foodiecrush.com-004.jpg,"Cauliflower roasted with sriracha and lime, combining heat and citrus for a vibrant, tasty vegetable option."
Ancho Chili Carrots,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_8a0ea130-9a33-4769-aa39-d0c1b3f67a79_ancho%20carrot2.PNG,"Sweet carrots roasted with ancho chili spices, offering a flavorful, slightly spicy side that complements any entrée."
Orange Chicken Stir-Fry,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_232c3d32-8506-4173-bf47-3a703efd930f_web.jpg,"Tender chicken pieces stir-fried with a tangy orange sauce, providing a sweet and savory flavor experience."
Yakisoba with Snap Peas,Knollcrest,0,0,1,Dinner,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_92058849-6ccb-425b-ae2e-5e533e903cf8_sugar-snap-pea-and-carrot-soba-noodles-1-2-768x1152.jpg,"Stir-fried yakisoba noodles tossed with snap peas, creating a colorful, delicious Asian-inspired dish."
Vegan Mapo Tofu,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_4a728df1-bdc5-467d-bf3d-d2ed277ee496_vegan-mapo-tofu-16.jpg,"Silken tofu cooked in a spicy, aromatic sauce with mushrooms and spices, offering a plant-based twist on a classic dish."
Lemon Garlic Carrots,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_d039aa2a-402d-46e8-8bda-8bf71c9be4f7_Chaat%20Carrots.jpeg,"Sweet carrots sautéed with lemon and garlic for a bright, zesty flavor that enhances their natural sweetness."
Vegetable Egg Rolls,Knollcrest,0,0,1,Dinner,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_57b57c83-034d-4ecc-8d52-6bc70078f604_homemade-eggrolls-3.jpg,"Crispy egg rolls filled with a savory mix of vegetables, perfect for dipping and sharing as an appetizer."
Kung Pao Brussels,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b3438a8e-5d93-4a97-9239-c86f22e6d222_Kung%20Pao%20Brussel%20Sprouts%20-%20Completed.jpg,"Brussels sprouts stir-fried in a spicy kung pao sauce with peanuts, offering a deliciously bold, nutty flavor."
Lentil Loaf,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_4f56a4e7-e09e-447e-8c07-a32e6a188c62_sliced-lentil-loaf-vertical-1-1024x1536.jpg,"Savory lentil loaf baked with herbs and spices, providing a hearty, plant-based alternative to traditional meatloaf."
Roast Beef with Au Ju,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6cbf67c5-5cc7-4a1f-994e-9c1c2b82bbae_roastbeef2k.jpg,"Tender roast beef served with a rich au jus, perfect for dipping and adding flavor to every bite."
Red Skin Masked Potatoes,Knollcrest,0,0,1,Dinner,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_a6112dda-50de-4612-8dff-76f91c1e4d88_Mashed-Red-Potatoes-photographed-from-above-featured.jpg,"Creamy mashed potatoes made from red skin potatoes, providing a buttery, comforting side to any meal."
Sauteed Fresh Vegetables,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_9b957513-16f8-4427-8ea3-aa97456568fe_roasted-green-beans-with-squash-and-tomatoes-3.jpg,"Seasonal vegetables sautéed with garlic and herbs, delivering a colorful and healthy side dish packed with flavor."
"Roasted Cauliflower, Broccoli, Carrots, Tomatoes",Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c9fbe24b-9b41-4491-bb6d-1248f985f66a_1371585625224.jpeg,"A medley of roasted vegetables seasoned to perfection, creating a nutritious and flavorful side option."
Beef Gravy,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_5b0bc124-0c02-47fc-b834-ebd135cf98fc_brown-gravy-6.jpg,"Rich, savory beef gravy perfect for drizzling over mashed potatoes or roast meats for added flavor."
Jollof Rice,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_33c8ecc8-0ff6-4b93-9c5a-54fd3b4407bc_jollof-rice-recipe-23.jpg,"Flavorful rice cooked with tomatoes and spices, providing a vibrant and aromatic dish often enjoyed in West African cuisine."
Grilled Curry Spiced Carrots,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_d9c8bfff-41b3-48e1-8bc3-9baf4525cba3_grilled-carrots-102231829.jpg,"Carrots grilled with a blend of curry spices, creating a unique, flavorful side that pairs well with many dishes."
White Rice,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b1cdcfff-3fcc-4f1f-afaf-1c4b8503b23e_Hack-Your-Rice-With-Coconut-Oil-Recipe_header.jpg,"Fluffy, steamed white rice that serves as a versatile base for any meal, absorbing flavors beautifully."
Crab Rangoons,Knollcrest,0,0,1,Dinner,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_3ed6567d-5532-48d6-985d-53073bdb4521_6694-2.jpg,"Crispy wontons filled with a creamy crab mixture, offering a delightful combination of textures and flavors."
Spiced Basmati,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ab9ff22f-f7c2-48f7-840f-51449da52ead_Spiced%20basmati%20rice-2.JPG,"Aromatic basmati rice cooked with spices, delivering a fragrant side that enhances any entrée."
Indian Naan,Knollcrest,0,0,1,Dinner,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e62240d3-050d-4172-a220-8733d386f302_Garlic-Naan-Recipe-IMAGE-71.jpg,"Soft, fluffy naan bread perfect for dipping into curries or enjoying alongside any meal."
Sesame Ginger Roasted Tofu,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_f2ab5ed8-8d4c-4d38-bab7-f64a8cf7ab9a_download%20(5).jpg,"Tofu marinated in a sesame-ginger sauce, then roasted for a flavorful, protein-packed vegan dish."
Spicy Ginger Beef Broth,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c75fdd36-73f3-4576-bfd5-89c26f94a87e_images%20(2).jpg,"Bold beef broth infused with ginger and spices, providing a warming base for soups and stews."
Shaved Beef,Knollcrest,0,0,1,Dinner,0,0,0,https://www.runningtothekitchen.com/wp-content/uploads/2023/02/shaved-beef-6.jpg,"Thinly sliced beef cooked to perfection, ideal for sandwiches, stir-fries, or as a topping for salads."
Ramen Noodles,Knollcrest,0,0,1,Dinner,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_0fcdab1f-1da2-45cc-9a55-3e523d52b933_instant-pot-pho-broth-with-ramen_.jpg,"Classic ramen noodles served in a savory broth, perfect for a comforting, quick meal option."
Far East Vegetables,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_7501b072-5f90-40c5-8517-dc96f3976f30_Original_2737_11010041.jpg,"A colorful mix of vegetables prepared in a light sauce, offering a fresh and healthy side."
Vegetable Broth,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_43e58707-d701-4fd9-a558-61a7468f15ff_vegetable-broth-797x1024.jpg,"Light and flavorful vegetable broth, perfect as a base for soups or for sipping on its own."
Swedish Meatballs,Knollcrest,0,0,1,Dinner,0,0,0,https://images.themodernproper.com/billowy-turkey/production/posts/SwedishMeatballs_12.jpg?w=1200&h=1200&q=60&fm=jpg&fit=crop&dm=1710265756&s=03ea2d064156c05f20c8cb1633b62922,"Tender meatballs served in a creamy gravy, providing a hearty, comforting dish with Scandinavian roots."
Egg Noodles,Knollcrest,0,0,1,Dinner,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c1858337-a388-424a-93df-7dff36ea6cf7_Parmesan-Herbed-Noodles_EXPS_CF2BZ20_27889_B11_15_3b.jpg,"Soft egg noodles perfect for pairing with sauces or in soups, offering a comforting, classic taste."
Everything Seasoned Asparagus,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_755c5b40-1b79-416c-8322-80f399a99f6c_Everything-Bagel-Seasoning-Roasted-Asparagus-Recipe-1.jpg,"Tender asparagus spears seasoned with an everything bagel blend, offering a flavorful twist on a classic vegetable."
Cardamom Roasted Sweet Potatoes,Knollcrest,0,0,1,Dinner,0,0,0,https://elainewatkins.com/wp-content/uploads/2018/01/Cardamom-Sweet-Potatoes-0722022-1200-%C3%97-1200-pxs.png,"Sweet potatoes roasted with cardamom, creating a warm, aromatic dish with a hint of sweetness."
Moroccan Braised Chicken,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_107b819a-5beb-4339-9503-59d7f4f30e5e_download%20(2).jpg,"Flavorful chicken slow-cooked with Moroccan spices, providing a rich, aromatic entrée with bold flavors."
Roasted Red Potatoes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_fb30c15e-12e9-4d36-b36b-4d61afeb3c57_Roasted%20Red%20Potatoes.jpg,"Crispy roasted red potatoes seasoned with herbs, delivering a classic, comforting side dish perfect for any meal."
Seasoned Black Beans,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_eb3f1b8f-a032-4342-a84c-a0bf7b101eb6_Mexican-Black-Beans-1.jpg,"Savory black beans seasoned with spices, making a protein-rich side or filling for burritos and tacos."
Jicama Slaw,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2a370881-f900-4cd1-9757-cdd36a309fe8_download%20(7).jpg,"Crunchy jicama slaw tossed in a tangy dressing, offering a refreshing, light salad option with a crunch."
Roasted Turkey,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2f8fae29-5239-4565-a578-0c6a6fea7901_images%20(2).jpg,"Juicy roasted turkey served with a savory gravy, providing a classic main dish for any festive meal."
Zucchini and Squash Batons,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b7778f95-693f-4f9d-a0d4-894d5dd27abc_wholesomeyum-How-To-Roast-Zucchini-Oven-Roasted-Zucchini-Recipe-1.jpg,"Grilled zucchini and squash batons seasoned and cooked to perfection, offering a healthy vegetable side."
German Potato Salad,Knollcrest,0,0,1,Dinner,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_57e6304e-a5a4-45f1-84c9-8ee0363c4a29_download%20(2).jpg,"Warm potato salad made with a tangy vinegar dressing, offering a deliciously different side to traditional potato salads."
Plant Based Buttered Corn,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b17fa55c-85a5-403a-86b1-4af44878d1c1_buttered-corn-3.jpg,"Sweet corn sautéed with plant-based butter, delivering a comforting, buttery side that's perfect for any meal."
Lentil Pasta Salad,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2e90bfba-865d-4eed-a182-27ac40847e09_Gluten-Free-Italain-Pasta-Salad-2.jpg,"Pasta salad made with lentils and fresh vegetables, providing a nutritious, hearty option perfect for lunch."
Herb Roasted Chicken,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_fb61e41d-3950-444e-b93e-28404f3279de_fgae.jpg,Tender roasted chicken seasoned with herbs for a flavorful and juicy main dish that's always a crowd-pleaser.
Brussel Sprout Slaw,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_eb1ccaaa-2461-441c-bdfa-e251be41d5a7_download.jpg,"Shredded Brussels sprouts tossed in a tangy dressing, offering a crunchy, refreshing salad with a unique twist."
Roasted Fingerling Potatoes,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b536437e-56a3-4e1b-8a1b-f8a867687c67_1383163575741.jpeg,"Crispy fingerling potatoes roasted with herbs, providing a deliciously unique side with a rustic flair."
Island Shredded Pork,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_d3cda631-ed5b-4232-9fb5-a6a9a564ebe2_BBQ-Pulled-Pork-8.jpg,"Tender pulled pork seasoned with island spices, delivering a flavorful, tropical option perfect for tacos or sandwiches."
Carribean Rice,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6428ee12-320a-46c0-8b7c-08808abf44b1_download%20(3).jpg,"Flavorful rice cooked with spices and coconut, providing a tropical base that pairs perfectly with a variety of dishes."
Roasted Corn and Black Beans,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2e72b637-22da-4e4b-b380-a4b32d4d6f9f_1661157.jpg,"A vibrant mix of roasted corn and black beans, offering a hearty, nutritious side that's great in salads."
Carribean Vegetable Blend,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b2ea9564-4584-4389-be33-d9ce2ef85862_15132926795a33038798f6d.jpg,"A colorful mix of Caribbean-inspired vegetables, seasoned and sautéed to bring a taste of the islands to your plate."
Beet Salad with a Mustard Vinaigrette,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ca583d0a-f8c7-476d-86d3-51c8e906bc81_df.jpg,"Roasted beets tossed in a tangy mustard vinaigrette, providing a fresh, vibrant salad option."
